,id,title,axis
141,50321,mars needs moms,simonwells sethgreen joancusack danfogler breckinmeyer adventure animation family boy alien rescue martian alienabduction alieninvasion basedonchildren'sbook duringcreditsstinger
142,11619,flushed away,davidbowers hughjackman katewinslet ianmckellen jeanreno adventure animation comedy family londonengland underworld return ship frog girlfriend rubin
143,266647,pan,joewright levimiller garretthedlund hughjackman rooneymara adventure family fantasy flying magic fairytale peterpan mermaid pirate fantasyworld
144,82703,mr. peabody & sherman,robminkoff tyburrell maxcharles arielwinter allisonjanney animation adventure family fathersonrelationship egypt intelligence adoption timetravel boy childprodigy friendship growingup children talkinganimal talkingdog dog firstlove ancientegypt timetraveler duringcreditsstinger newschool georgewashington gags trouble timeparadox prodigy
145,652,troy,wolfgangpetersen bradpitt orlandobloom ericbana briancox adventure drama war brotherbrotherrelationship adultery mythology beauty trojanwar bravery wall fraud hostility epic swordfight battlefield ancientworld pyre ancientgreece trojanhorse trojan bronzeage spartagreece helenoftroy homer'siliad
146,80321,madagascar 3: europe's most wanted,conradvernon benstiller sachabaroncohen davidschwimmer francesmcdormand animation family madagascar 3d
147,36669,die another day,leetamahori piercebrosnan halleberry rosamundpike rickyune adventure action thriller laser britishsecretservice secretserviceagent spacebasedweapon
148,43074,ghostbusters,paulfeig melissamccarthy kristenwiig katemckinnon lesliejones action fantasy comedy femalefriendship ghosthunting reboot ghost
149,95,armageddon,michaelbay brucewillis billybobthornton benaffleck livtyler action thriller sciencefiction adventure savingtheworld paris moon cataclysm asteroid selfsacrifice nasa spacemarine lossoffather daughter space wedding astronaut eiffeltowerparis duringcreditsstinger disastermovie spacecentre
150,608,men in black ii,barrysonnenfeld tommyleejones willsmith riptorn laraflynnboyle action adventure comedy sciencefiction savingtheworld secretidentity sunglasses undercover spacemarine illegalimmigration deportation newidentity flyingsaucer light firearm alien fictionalgovernmentagency
151,2310,beowulf,robertzemeckis raywinstone angelinajolie anthonyhopkins robinwright adventure action animation denmark nordicmythology lie prideandvanity folkhero humanweakness viking alienation festivalhall sin royalty curse battle ancientworld adultanimation motioncapture
152,140300,kung fu panda 3,jenniferyuhnelson jackblack bryancranston dustinhoffman angelinajolie action adventure animation comedy family china martialarts kungfu village panda sequel talkinganimal anthropomorphism dragon ancientchina wuxia womandirector
153,56292,mission: impossible - ghost protocol,bradbird tomcruise jeremyrenner simonpegg paulapatton action thriller adventure fight sequel mission explosion brokenarm imax nuclearthreat
154,81188,rise of the guardians,peterramsey chrispine alecbaldwin judelaw islafisher fantasy animation family dream santaclaus nightmare easterbunny toothfairy jackfrost sandman duringcreditsstinger
155,7552,fun with dick and jane,deanparisot jimcarrey téaleoni alecbaldwin richardjenkins comedy basedonnovel desperation robber hold-uprobbery remake suburbia lossofjob humiliation unemployment bankruptcy travelagent richestorags bearerbonds comeuppance
156,616,the last samurai,edwardzwick tomcruise kenwatanabe williamatherton chadlindberg drama action war history japan warcrimes senseofguilt swordplay general samurai warveteran katana sword armsdeal homeland emperor languagebarrier self-discovery mountainvillage foreignlegion mercenary campaign commercialagreement insurgence leader warstrategy gettysburg lossofhusband slaughter soldier alcoholic u.s.soldier japanesearmy 19thcentury wartrauma
157,147441,exodus: gods and kings,ridleyscott christianbale joeledgerton johnturturro aaronpaul adventure drama action moses bible ancientegypt 3d ramses
158,13475,star trek,j.j.abrams chrispine zacharyquinto leonardnimoy ericbana sciencefiction action adventure spacecraft teleportation spacemission parachute timetravel blackhole supernova prequel warpspeed futuristic warpengine romulans outerspace vulcan alternatereality spaceopera reboot
159,557,spider-man,samraimi tobeymaguire willemdafoe kirstendunst jamesfranco fantasy action lossoflover spider thanksgiving badboss hostility marvelcomic superhero pokies evil referencetosuperman goblin
160,82702,how to train your dragon 2,deandeblois jaybaruchel gerardbutler kristenwiig jonahhill fantasy action adventure animation comedy family fathersonrelationship wifehusbandrelationship sacrifice viking sequel rescue dragon mothersonrelationship deathofhusband warrior 3d
161,205584,gods of egypt,alexproyas brentonthwaites nikolajcoster-waldau gerardbutler courtneyeaton fantasy egypt underworld fight mythology nile war thief rescue desert gods egyptianmythology egyptian myth
162,10048,stealth,robcohen joshlucas jessicabiel jamiefoxx samshepard action artificialintelligence u.s.navy aftercreditsstinger
163,13183,watchmen,zacksnyder malinåkerman billycrudup carlagugino jeffreydeanmorgan action mystery sciencefiction dccomics secretidentity massmurder retirement basedoncomicbook conspiracy nuclearwar doomsday soviet maskedvigilante doomsdayclock redsquare deathofsuperhero americanpresident 1980s
164,944,lethal weapon 4,richarddonner melgibson dannyglover joepesci renerusso action adventure comedy crime thriller lapd houseonfire revolver
165,1927,hulk,anglee ericbana jenniferconnelly samelliott joshlucas drama action sciencefiction california sanfrancisco monster general gun dna mutation psychology berkeley transformation frog president marvelcomic superhero goldengatebridge doctor fear scientist dog desert anger mirror phone military cell hulk superhumanstrength repressedmemory repression
166,72559,g.i. joe: retaliation,jonm.chu dwaynejohnson d.j.cotrona adriannepalicki brucewillis adventure action sciencefiction thriller terror assassin secret technology missile warhead president rescue conspiracy explosion battle surveillance cobra
167,7364,sahara,breckeisner matthewmcconaughey penélopecruz stevezahn williamh.macy action adventure comedy drama mystery tyrant ironcladship
168,2114,final fantasy: the spirits within,hironobusakaguchi donaldsutherland ming-nawen alecbaldwin vingrhames adventure action animation fantasy sciencefiction thriller battleassignment dystopia alien downfall scientist basedonvideogame
169,1771,captain america: the first avenger,joejohnston chrisevans hugoweaving tommyleejones hayleyatwell action adventure sciencefiction newyork usa worldwarii nazis marvelcomic superhero basedoncomicbook nazigermany perioddrama brooklynnewyorkcity captainamerica aftercreditsstinger marvelcinematicuniverse 3d
170,36643,the world is not enough,michaelapted piercebrosnan sophiemarceau robertcarlyle deniserichards adventure action thriller british mission oil heiress bilbaospain britishsecretservice
171,8619,master and commander: the far side of the world,peterweir russellcrowe paulbettany jamesd'arcy billyboyd adventure naturalist frigate selfsurgery seabattle weevil
172,50620,the twilight saga: breaking dawn - part 2,billcondon kristenstewart robertpattinson taylorlautner peterfacinelli adventure fantasy drama romance vampire romance villainess superstrength imprinting crossbreed bloodsucker grudge vampirevsvampire chiefofpolice dhampir forkswashington wolfpack misinformation seeingthefuture fangvamp
173,65759,happy feet two,georgemiller elijahwood robinwilliams pink e.g.daily animation comedy family penguin musical aftercreditsstinger 3d
174,1724,the incredible hulk,louisleterrier edwardnorton livtyler timroth williamhurt sciencefiction action adventure newyork riodejaneiro marvelcomic superhero basedoncomicbook ontherun fugitive supersoldier tonystark virginia military hulk marvelcinematicuniverse angry brucebanner
175,267935,the bfg,stevenspielberg rubybarnhill markrylance rebeccahall jemaineclement adventure family fantasy londonengland england basedonnovel queen littlegirl orphan cannibal giant evilbrother
176,281957,the revenant,alejandrogonzáleziñárritu leonardodicaprio tomhardy willpoulter domhnallgleeson western drama adventure thriller fathersonrelationship rape basedonnovel mountains winter grizzlybear wilderness frontier revenge murder nativeamerican survival bear snow violence animaldeath bearattack deathofson basedontrueevents furtrapper
177,77950,turbo,davidsoren ryanreynolds paulgiamatti michaelpeña samuell.jackson animation family underdog carrace dream speed power snail fast friends superpower racer
178,44896,rango,goreverbinski johnnydepp islafisher nedbeatty billnighy animation comedy family western adventure sheriff nevada pet rango chameleon lasvegas cactus terrarium constructionsite armadillo disillusionment
179,270946,penguins of madagascar,ericdarnell tommcgrath chrismiller christopherknights conradvernon family animation adventure comedy penguin madagascar 3d
180,2503,the bourne ultimatum,paulgreengrass mattdamon juliastiles davidstrathairn scottglenn action drama mystery thriller paris corruption madrid assassin basedonnovel europe prosecution dangerous falseidentity revelation government weapon interpol sequel conspiracy shootout espionage motorcycle violence footchase moskow darkpast langleyvirginia flashback chaseontheroof securityleak
181,9502,kung fu panda,markosborne jackblack dustinhoffman angelinajolie jackiechan adventure animation family comedy china martialarts kungfu mentor snake restaurant shop strongwoman bravery tiger turtle panda sensei anthropomorphism fighting ancientchina monkey master destiny evil aftercreditsstinger monkeywarrior noodle
182,102899,ant-man,peytonreed paulrudd michaeldouglas evangelinelilly coreystoll sciencefiction action adventure marvelcomic superhero basedoncomicbook aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d
183,101299,the hunger games: catching fire,francislawrence jenniferlawrence joshhutcherson liamhemsworth woodyharrelson adventure action sciencefiction competition basedonnovel mentor secret factory television propaganda future dystopia alliance games president uprising sequel murder survival conspiracy rebellion blood femaleprotagonist tournament explosion danger imax winner basedonyoungadultnovel
184,228161,home,timjohnson jimparsons rihanna stevemartin jenniferlopez fantasy comedy animation sciencefiction family friendship spaceship space alien alieninvasion alienfriendship awfulleader takingresposibility
